stage,group,team_a,team_b,p_a_win,p_draw,p_b_win,expected_goals_a,expected_goals_b,projected_winner
group,L,Croatia,Ghana,0.4503202967297987,0.32869553076184493,0.2209841725083564,1.845087505353816,0.9938593061832828,Croatia
group,L,Croatia,Panama,0.4425695240497589,0.2816172242164612,0.2758132517337799,1.450790870006247,1.0638549752640474,Croatia
group,L,Ghana,Panama,0.3845561444759369,0.28871777653694153,0.3267260789871216,1.1450899592943466,1.2983238540322173,Ghana
R32,,Spain,Scotland,0.7835276489015051,0.0,0.216472351098495,2.4723867104847597,0.7756563666960957,Spain
R32,,Argentina,Uzbekistan,0.7782257725108533,0.0,0.22177422748914663,2.1557140857599837,0.7667229079848265,Argentina
R32,,Germany,South Africa,0.7613423721753023,0.0,0.23865762782469765,2.494474589369678,0.8876207685224854,Germany
R32,,England,Austria,0.709648063765871,0.0,0.29035193623412897,1.885079661249605,0.9174959921001136,England
R32,,Brazil,Norway,0.6338442246983841,0.0,0.3661557753016159,1.7156050887764538,1.2249146449710588,Brazil
R32,,Canada,Iran,0.5382735300876531,0.0,0.46172646991234695,1.262532254885284,1.1867353648752104,Canada
R32,,Colombia,Paraguay,0.5394761382068749,0.0,0.4605238617931251,1.5306965497801426,1.2799012378518544,Colombia
R32,,France,Cote d'Ivoire,0.7367554595457174,0.0,0.26324454045428264,2.335761737383094,0.945977293103053,France
R32,,Netherlands,Algeria,0.6625109412273368,0.0,0.3374890587726633,1.8132342538221113,1.0761455474643196,Netherlands
R32,,Portugal,United States,0.6574156376966488,0.0,0.34258436230335115,1.980233937286145,1.1608349290481355,Portugal
R32,,Mexico,Senegal,0.5235587895591083,0.0,0.47644121044089166,1.3442810702807528,1.2281793074282468,Mexico
R32,,Switzerland,Egypt,0.5221788399789069,0.0,0.47782116002109304,1.4230139833637854,1.266917200971286,Switzerland
R32,,South Korea,Croatia,0.47049317312334327,0.0,0.5295068268766567,1.3282067321350572,1.5432458238779185,Croatia
R32,,Morocco,Japan,0.5184043992006382,0.0,0.4815956007993618,1.3369995661448115,1.2493662482524488,Morocco
R32,,Ecuador,Turkiye,0.280543258042015,0.0,0.719456741957985,0.9764273962025158,1.740526796854748,Turkiye
R32,,Belgium,Uruguay,0.5882485384887883,0.0,0.4117514615112116,1.6773548742677795,1.318932865578088,Belgium
R16,,Spain,Belgium,0.7203182688698169,0.0,0.2796817311301831,2.2099330762326406,0.9701460410804718,Spain
R16,,Argentina,Turkiye,0.5490244784733802,0.0,0.4509755215266198,1.6621296368262666,1.2622416004418264,Argentina
R16,,Germany,Morocco,0.5772156538896352,0.0,0.42278434611036475,1.5136125612578066,1.276225139184654,Germany
R16,,England,Croatia,0.6240138269581853,0.0,0.3759861730418147,1.7591419798466499,1.1890272406461273,England
R16,,Brazil,Switzerland,0.5748050858154313,0.0,0.42519491418456873,1.655689320156585,1.2884749286562598,Brazil
R16,,Canada,Mexico,0.4465017379100991,0.0,0.5534982620899008,1.0927390378454547,1.3781834651330884,Mexico
R16,,Colombia,Portugal,0.48131389102174804,0.0,0.518686108978252,1.3413210815449572,1.5041889114562483,Portugal
R16,,France,Netherlands,0.520275081626631,0.0,0.479724918373369,1.6287996526145143,1.416483881795618,France
QF,,Spain,France,0.5684370486521909,0.0,0.43156295134780903,1.598800440570972,1.2782536242952314,Spain
QF,,Argentina,Portugal,0.6420140045965678,0.0,0.35798599540343223,1.820783463705677,1.125478609436268,Argentina
QF,,Germany,Mexico,0.5871151343686946,0.0,0.41288486563130544,1.5598191560112944,1.190018571046186,Germany
QF,,England,Brazil,0.511797667852359,0.0,0.48820233214764097,1.533447990770848,1.3491269073431604,England
SF,,Spain,England,0.5996310129991899,0.0,0.4003689870008101,1.5984704031981156,1.1094623556838732,Spain
SF,,Argentina,Germany,0.6143593306265074,0.0,0.3856406693734927,1.7835972613120397,1.1941681575546028,Argentina
F,,Spain,Argentina,0.5090453767903493,0.0,0.49095462320965066,1.4049913556633773,1.3316076423330412,Spain
