stage,group,team_a,team_b,p_a_win,p_draw,p_b_win,expected_goals_a,expected_goals_b,projected_winner
group,J,Algeria,Jordan,0.31555894017219543,0.35250645875930786,0.3319346010684967,1.159760387519743,1.0785289191088394,Jordan
group,J,Austria,Jordan,0.30278660042365785,0.3348240354762056,0.3623893641001365,1.1043619852363962,1.1135225661784036,Jordan
group,K,Portugal,Congo DR,0.4175208806991577,0.2729165852069855,0.3095625340938568,1.3639951939455315,0.9778452870767291,Portugal
group,K,Portugal,Uzbekistan,0.3665090988126666,0.3099183347845574,0.32357256640277604,1.2315181631428858,1.0324170821249585,Portugal
group,K,Portugal,Colombia,0.2563665807247162,0.37189704179763794,0.3717363774776459,1.110354151135341,1.2397568049325993,Colombia
group,K,Congo DR,Uzbekistan,0.3695754817001665,0.29616371679793946,0.334260801501894,1.0224691569403614,1.0238101416492695,Congo DR
group,K,Congo DR,Colombia,0.3104095849516864,0.2574953513591096,0.432095063689204,0.9652240983055892,1.2969493853348806,Colombia
group,K,Uzbekistan,Colombia,0.32825521658329865,0.2915158098032588,0.38022897361344254,1.0254388550873375,1.1755781833397048,Colombia
group,L,England,Croatia,0.3251991875291597,0.316447706540134,0.35835310593070635,1.255797773466453,1.2166122954195546,Croatia
group,L,England,Ghana,0.48196175694465637,0.30222925543785095,0.21580898761749268,1.9228870241529044,0.8594841340385575,England
group,L,England,Panama,0.37948495149612427,0.31714317202568054,0.3033718764781952,1.3095671910944153,0.9969572749064842,England
group,L,Croatia,Ghana,0.35497326716700994,0.3689241817272956,0.2761025511056945,1.6335340553893007,1.095993532986147,Croatia
group,L,Croatia,Panama,0.31701385974884033,0.3480558693408966,0.33493027091026306,1.2550282074640113,1.183375928011525,Panama
group,L,Ghana,Panama,0.34727500834241487,0.3703516015305638,0.2823733901270214,1.1278812889671515,1.2400126228526616,Ghana
R32,,Spain,Turkiye,0.6036076670958226,0.0,0.3963923329041774,1.7404933862762675,1.1175796528861244,Spain
R32,,Ecuador,South Africa,0.7004896027076654,0.0,0.29951039729233464,2.0363712159626735,0.9066069082134012,Ecuador
R32,,Brazil,Scotland,0.6205670796503473,0.0,0.37943292034965265,1.868996178545657,1.1930897403292828,Brazil
R32,,England,Uzbekistan,0.6363219447543534,0.0,0.36367805524564656,1.6962957828765666,0.9761947348725386,England
R32,,Colombia,Jordan,0.6335422366884403,0.0,0.36645776331155966,1.7485118708733174,1.0569233248547412,Colombia
R32,,Germany,Austria,0.6204863828718759,0.0,0.3795136171281241,1.757096065642249,1.1315125259316758,Germany
R32,,Mexico,Norway,0.5451706716212548,0.0,0.4548293283787453,1.4130214655736058,1.2382787612909378,Mexico
R32,,South Korea,Japan,0.4053471726628419,0.0,0.5946528273371581,1.0800980792903427,1.552799483442611,Japan
R32,,Argentina,Belgium,0.6291358399026017,0.0,0.3708641600973983,2.036276004527874,1.1679790394608394,Argentina
R32,,Uruguay,New Zealand,0.6100675139786683,0.0,0.38993248602133174,1.7724217286200608,1.1330505733811802,Uruguay
R32,,Netherlands,Cote d'Ivoire,0.6209111161928856,0.0,0.3790888838071144,1.8769086871923673,1.128647116426499,Netherlands
R32,,Canada,Morocco,0.40608474268606204,0.0,0.5939152573139379,1.0236741181643765,1.5419675805829645,Morocco
R32,,United States,Portugal,0.402907311970776,0.0,0.597092688029224,1.2557430269246757,1.8624663129450838,Portugal
R32,,Switzerland,Croatia,0.4869439277337796,0.0,0.5130560722662204,1.4085742671839507,1.5667366988292406,Croatia
R32,,Paraguay,Egypt,0.5796811103468854,0.0,0.42031888965311465,1.4996217391405273,1.1999200098972458,Paraguay
R32,,Senegal,France,0.39355168922133144,0.0,0.6064483107786686,1.1529991575581637,1.814507652429871,France
R16,,Spain,France,0.5784262783317518,0.0,0.42157372166824825,1.6161994432819986,1.2621915851362369,Spain
R16,,Ecuador,Paraguay,0.5541045575126264,0.0,0.44589544248737356,1.5010255053764405,1.184736643058094,Ecuador
R16,,Brazil,Croatia,0.588776479784665,0.0,0.4112235202153351,1.7037338018236576,1.3953743953027602,Brazil
R16,,England,Portugal,0.572598963427521,0.0,0.42740103657247897,1.563280894720296,1.2476628616026382,England
R16,,Colombia,Morocco,0.45435370156571564,0.0,0.5456462984342844,1.2122411224207688,1.4870281757053716,Morocco
R16,,Germany,Netherlands,0.5075857130429254,0.0,0.49241428695707457,1.493610887609267,1.4815601905088331,Germany
R16,,Mexico,Uruguay,0.5525141192372313,0.0,0.44748588076276874,1.4566838751714024,1.1754595663907694,Mexico
R16,,Japan,Argentina,0.42083432102440915,0.0,0.5791656789755908,1.1465868874985579,1.6027297154003333,Argentina
QF,,Spain,Argentina,0.6219198114295937,0.0,0.3780801885704063,1.593614253595783,1.1503709204335726,Spain
QF,,Ecuador,Mexico,0.5946788730418402,0.0,0.4053211269581598,1.4009417552008,1.1019705182587014,Ecuador
QF,,Brazil,Germany,0.4558544767054149,0.0,0.5441455232945851,1.4005024405441908,1.639856313847933,Germany
QF,,England,Morocco,0.6019382158193695,0.0,0.39806178418063054,1.510309854392586,1.1420793385836112,England
SF,,Spain,England,0.6620127177962194,0.0,0.33798728220378055,1.7085677775992916,1.0146740979485784,Spain
SF,,Ecuador,Germany,0.35296947399347034,0.0,0.6470305260065297,1.0990512898866198,1.666342567003547,Germany
F,,Spain,Germany,0.7256605245314681,0.0,0.2743394754685319,1.9668900689389677,0.9619225630279651,Spain
